docId,filename,top topics, and contribution to doc ...
1,/Users/aduarte/Desktop/nlp/ir_docs/ir-doc01.txt,7,0.333,6,0.333,5,0.167,2,0.167
2,/Users/aduarte/Desktop/nlp/ir_docs/ir-doc02.txt,8,0.305,4,0.286,7,0.082,5,0.074,9,0.069,10,0.056,1,0.053
3,/Users/aduarte/Desktop/nlp/ir_docs/ir-doc03.txt,6,0.614,3,0.067,4,0.062,9,0.057,1,0.057,2,0.052
4,/Users/aduarte/Desktop/nlp/ir_docs/ir-doc04.txt,10,0.237,5,0.208,7,0.149,2,0.143,1,0.078,8,0.073,9,0.068
5,/Users/aduarte/Desktop/nlp/ir_docs/ir-doc05.txt,10,0.250,8,0.250,7,0.250,2,0.125,1,0.125
6,/Users/aduarte/Desktop/nlp/ir_docs/ir-doc06.txt,3,0.538,6,0.121,9,0.091,7,0.061,5,0.053,1,0.053
